#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    2.27578e+00	    0.00000e+00	    4.36317e-07	    1.78526e-23	   -9.66517e-07	   -9.32235e-23	    1.24736e-22	   -1.12762e-22	   -1.02476e-06	   -4.25715e-23
    2.35807e+00	    0.00000e+00	    2.56778e-07	    1.29348e-23	   -6.15028e-07	   -6.29919e-23	    1.14341e-22	   -9.77551e-23	   -6.33830e-07	   -2.74694e-23
    2.44554e+00	    0.00000e+00	    1.45692e-07	    6.04420e-24	   -3.77904e-07	   -3.77040e-23	    8.31573e-23	   -4.99073e-23	   -3.78040e-07	   -1.64382e-23
    2.53871e+00	    0.00000e+00	    7.93929e-08	    3.47493e-24	   -2.23400e-07	   -2.26916e-23	    5.71706e-23	   -2.61259e-23	   -2.16622e-07	   -9.57048e-24
    2.63821e+00	    0.00000e+00	    4.13732e-08	    1.57047e-24	   -1.26532e-07	   -1.30825e-23	    2.07893e-23	   -1.60077e-23	   -1.18752e-07	   -4.96871e-24
    2.74473e+00	    0.00000e+00	    2.05163e-08	    8.60678e-25	   -6.83387e-08	   -5.44992e-24	    1.94900e-23	   -8.61384e-24	   -6.19793e-08	   -2.96541e-24
    2.85909e+00	    0.00000e+00	    9.62503e-09	    2.52598e-25	   -3.49987e-08	   -5.32435e-24	    4.54766e-24	   -5.54830e-24	   -3.06238e-08	   -1.35305e-24
    2.98223e+00	    0.00000e+00	    4.24390e-09	    1.54721e-25	   -1.68884e-08	   -1.92399e-24	    5.19733e-24	   -2.04325e-24	   -1.42320e-08	   -5.86853e-25
    3.11524e+00	    0.00000e+00	    1.74499e-09	    8.66811e-26	   -7.62069e-09	   -1.22741e-24	   -4.87250e-25	   -1.05210e-24	   -6.17353e-09	   -3.86716e-25
    3.25941e+00	    0.00000e+00	    6.63023e-10	    2.76552e-26	   -3.18739e-09	   -4.00329e-25	   -2.43625e-25	   -5.19163e-25	   -2.47727e-09	   -1.29566e-25
    3.41626e+00	    0.00000e+00	    2.30308e-10	    1.18191e-26	   -1.22288e-09	   -1.00437e-25	    2.43625e-25	   -1.32188e-25	   -9.09901e-10	   -3.56592e-26
    3.58761e+00	    0.00000e+00	    7.21961e-11	    3.04844e-27	   -4.24999e-10	   -4.67464e-26	    1.01510e-25	   -5.34525e-26	   -3.02041e-10	   -1.64517e-26

    6.46257e-03	    3.23237e-02	    1.47070e-02	    7.04515e-08	    2.36082e-03	    2.96836e-08	   -1.59963e-05	    1.97715e-08	    1.18918e-02	    9.19657e-08
    1.93899e-02	    3.23237e-02	    1.46896e-02	    6.33151e-07	    2.35597e-03	    2.66743e-07	   -1.59483e-05	    1.77668e-07	    1.18692e-02	    8.26247e-07
    3.23237e-02	    3.23237e-02	    1.46556e-02	    1.77682e-06	    2.34630e-03	    7.38661e-07	   -1.58527e-05	    4.91991e-07	    1.18247e-02	    2.31094e-06
    4.52683e-02	    3.23237e-02	    1.46030e-02	    3.42722e-06	    2.33183e-03	    1.44104e-06	   -1.57099e-05	    9.59818e-07	    1.17565e-02	    4.46100e-06
    5.82280e-02	    3.23237e-02	    1.45341e-02	    5.63972e-06	    2.31263e-03	    2.36735e-06	   -1.55207e-05	    1.57679e-06	    1.16669e-02	    7.32492e-06
    7.12073e-02	    3.23237e-02	    1.44482e-02	    8.37691e-06	    2.28878e-03	    3.50893e-06	   -1.52859e-05	    2.33715e-06	    1.15557e-02	    1.08504e-05
    8.42105e-02	    3.23237e-02	    1.43456e-02	    1.16201e-05	    2.26036e-03	    4.85512e-06	   -1.50069e-05	    3.23381e-06	    1.14233e-02	    1.50023e-05
    9.72420e-02	    3.23237e-02	    1.42267e-02	    1.53474e-05	    2.22749e-03	    6.39333e-06	   -1.46850e-05	    4.25837e-06	    1.12703e-02	    1.97391e-05
    1.10306e-01	    3.23237e-02	    1.40917e-02	    1.95328e-05	    2.19031e-03	    8.10913e-06	   -1.43218e-05	    5.40122e-06	    1.10973e-02	    2.50127e-05
    1.23408e-01	    3.23237e-02	    1.39411e-02	    2.41479e-05	    2.14896e-03	    9.98633e-06	   -1.39193e-05	    6.65164e-06	    1.09051e-02	    3.07705e-05
    1.36552e-01	    3.23237e-02	    1.37751e-02	    2.91612e-05	    2.10359e-03	    1.20073e-05	   -1.34796e-05	    7.99781e-06	    1.06946e-02	    3.69541e-05
    1.49741e-01	    3.23237e-02	    1.35944e-02	    3.45382e-05	    2.05441e-03	    1.41531e-05	   -1.30047e-05	    9.42699e-06	    1.04665e-02	    4.35018e-05
    1.62983e-01	    3.23237e-02	    1.33993e-02	    4.02425e-05	    2.00158e-03	    1.64030e-05	   -1.24972e-05	    1.09256e-05	    1.02220e-02	    5.03478e-05
    1.76280e-01	    3.23237e-02	    1.31904e-02	    4.62344e-05	    1.94534e-03	    1.87356e-05	   -1.19598e-05	    1.24794e-05	    9.96191e-03	    5.74236e-05
    1.89637e-01	    3.23237e-02	    1.29683e-02	    5.24733e-05	    1.88589e-03	    2.11285e-05	   -1.13947e-05	    1.40735e-05	    9.68750e-03	    6.46578e-05
    2.03061e-01	    3.23237e-02	    1.27335e-02	    5.89169e-05	    1.82348e-03	    2.35591e-05	   -1.08054e-05	    1.56924e-05	    9.39984e-03	    7.19770e-05
    2.16555e-01	    3.23237e-02	    1.24868e-02	    6.55189e-05	    1.75834e-03	    2.60031e-05	   -1.01949e-05	    1.73206e-05	    9.10015e-03	    7.93086e-05
    2.30125e-01	    3.23237e-02	    1.22287e-02	    7.22355e-05	    1.69074e-03	    2.84370e-05	   -9.56602e-06	    1.89421e-05	    8.78966e-03	    8.65783e-05
    2.43776e-01	    3.23237e-02	    1.19599e-02	    7.90204e-05	    1.62094e-03	    3.08372e-05	   -8.92216e-06	    2.05410e-05	    8.46964e-03	    9.37135e-05
    2.57513e-01	    3.23237e-02	    1.16813e-02	    8.58262e-05	    1.54921e-03	    3.31796e-05	   -8.26640e-06	    2.21015e-05	    8.14141e-03	    1.00642e-04
    2.71342e-01	    3.23237e-02	    1.13934e-02	    9.26068e-05	    1.47583e-03	    3.54409e-05	   -7.60203e-06	    2.36079e-05	    7.80627e-03	    1.07295e-04
    2.85268e-01	    3.23237e-02	    1.10972e-02	    9.93147e-05	    1.40109e-03	    3.75984e-05	   -6.93266e-06	    2.50453e-05	    7.46557e-03	    1.13606e-04
    2.99297e-01	    3.23237e-02	    1.07932e-02	    1.05903e-04	    1.32528e-03	    3.96296e-05	   -6.26164e-06	    2.63987e-05	    7.12065e-03	    1.19511e-04
    3.13435e-01	    3.23237e-02	    1.04825e-02	    1.12327e-04	    1.24868e-03	    4.15136e-05	   -5.59230e-06	    2.76542e-05	    6.77285e-03	    1.24950e-04
    3.27689e-01	    3.23237e-02	    1.01657e-02	    1.18543e-04	    1.17159e-03	    4.32312e-05	   -4.92772e-06	    2.87986e-05	    6.42351e-03	    1.29870e-04
    3.42063e-01	    3.23237e-02	    9.84379e-03	    1.24507e-04	    1.09430e-03	    4.47636e-05	   -4.27167e-06	    2.98198e-05	    6.07394e-03	    1.34223e-04
    3.56565e-01	    3.23237e-02	    9.51747e-03	    1.30178e-04	    1.01710e-03	    4.60942e-05	   -3.62713e-06	    3.07066e-05	    5.72544e-03	    1.37965e-04
    3.71202e-01	    3.23237e-02	    9.18762e-03	    1.35518e-04	    9.40283e-04	    4.72078e-05	   -2.99725e-06	    3.14490e-05	    5.37927e-03	    1.41059e-04
    3.85979e-01	    3.23237e-02	    8.85507e-03	    1.40489e-04	    8.64129e-04	    4.80913e-05	   -2.38472e-06	    3.20383e-05	    5.03666e-03	    1.43475e-04
    4.00905e-01	    3.23237e-02	    8.52068e-03	    1.45058e-04	    7.88917e-04	    4.87342e-05	   -1.79282e-06	    3.24673e-05	    4.69880e-03	    1.45190e-04
    4.15987e-01	    3.23237e-02	    8.18527e-03	    1.49193e-04	    7.14914e-04	    4.91276e-05	   -1.22441e-06	    3.27300e-05	    4.36683e-03	    1.46188e-04
    4.31231e-01	    3.23237e-02	    7.84967e-03	    1.52867e-04	    6.42384e-04	    4.92651e-05	   -6.81965e-07	    3.28223e-05	    4.04183e-03	    1.46461e-04
    4.46646e-01	    3.23237e-02	    7.51470e-03	    1.56054e-04	    5.71576e-04	    4.91428e-05	   -1.67439e-07	    3.27417e-05	    3.72481e-03	    1.46006e-04
    4.62241e-01	    3.23237e-02	    7.18115e-03	    1.58734e-04	    5.02729e-04	    4.87591e-05	    3.16595e-07	    3.24870e-05	    3.41673e-03	    1.44832e-04
    4.78022e-01	    3.23237e-02	    6.84982e-03	    1.60890e-04	    4.36070e-04	    4.81155e-05	    7.67986e-07	    3.20591e-05	    3.11847e-03	    1.42952e-04
    4.94000e-01	    3.23237e-02	    6.52147e-03	    1.62509e-04	    3.71811e-04	    4.72153e-05	    1.18575e-06	    3.14604e-05	    2.83083e-03	    1.40387e-04
    5.10184e-01	    3.23237e-02	    6.19685e-03	    1.63579e-04	    3.10148e-04	    4.60648e-05	    1.56777e-06	    3.06948e-05	    2.55454e-03	    1.37163e-04
    5.26582e-01	    3.23237e-02	    5.87668e-03	    1.64097e-04	    2.51262e-04	    4.46731e-05	    1.91293e-06	    2.97685e-05	    2.29024e-03	    1.33315e-04
    5.43205e-01	    3.23237e-02	    5.56165e-03	    1.64061e-04	    1.95313e-04	    4.30512e-05	    2.22059e-06	    2.86888e-05	    2.03848e-03	    1.28884e-04
    5.60063e-01	    3.23237e-02	    5.25242e-03	    1.63474e-04	    1.42446e-04	    4.12121e-05	    2.49024e-06	    2.74646e-05	    1.79974e-03	    1.23916e-04
    5.77167e-01	    3.23237e-02	    4.94962e-03	    1.62343e-04	    9.27845e-05	    3.91724e-05	    2.72110e-06	    2.61066e-05	    1.57439e-03	    1.18462e-04
