#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    2.03061e-01	    1.81113e+00	    8.29554e-03	    2.21297e-03	   -4.25571e-03	   -8.48078e-04	   -4.55371e-03	   -9.24318e-04	   -3.89424e-03	   -7.82383e-04
    2.16555e-01	    1.81113e+00	    8.75212e-03	    2.52625e-03	   -4.24270e-03	   -9.26990e-04	   -4.54999e-03	   -1.01258e-03	   -3.87509e-03	   -8.45072e-04
    2.30125e-01	    1.81113e+00	    9.22823e-03	    2.86155e-03	   -4.22376e-03	   -1.00355e-03	   -4.54044e-03	   -1.09884e-03	   -3.84562e-03	   -9.02454e-04
    2.43776e-01	    1.81113e+00	    9.72230e-03	    3.21860e-03	   -4.19840e-03	   -1.07690e-03	   -4.52447e-03	   -1.18221e-03	   -3.80496e-03	   -9.53366e-04
    2.57513e-01	    1.81113e+00	    1.02327e-02	    3.59700e-03	   -4.16613e-03	   -1.14623e-03	   -4.50156e-03	   -1.26181e-03	   -3.75236e-03	   -9.96708e-04
    2.71342e-01	    1.81113e+00	    1.07577e-02	    3.99619e-03	   -4.12658e-03	   -1.21079e-03	   -4.47125e-03	   -1.33686e-03	   -3.68721e-03	   -1.03146e-03
    2.85268e-01	    1.81113e+00	    1.12955e-02	    4.41546e-03	   -4.07941e-03	   -1.26989e-03	   -4.43314e-03	   -1.40661e-03	   -3.60905e-03	   -1.05671e-03
    2.99297e-01	    1.81113e+00	    1.18444e-02	    4.85394e-03	   -4.02437e-03	   -1.32291e-03	   -4.38692e-03	   -1.47038e-03	   -3.51755e-03	   -1.07162e-03
    3.13435e-01	    1.81113e+00	    1.24025e-02	    5.31064e-03	   -3.96125e-03	   -1.36929e-03	   -4.33234e-03	   -1.52757e-03	   -3.41253e-03	   -1.07550e-03
    3.27689e-01	    1.81113e+00	    1.29680e-02	    5.78438e-03	   -3.88996e-03	   -1.40855e-03	   -4.26922e-03	   -1.57764e-03	   -3.29399e-03	   -1.06778e-03
    3.42063e-01	    1.81113e+00	    1.35388e-02	    6.27390e-03	   -3.81042e-03	   -1.44029e-03	   -4.19746e-03	   -1.62013e-03	   -3.16206e-03	   -1.04803e-03
    3.56565e-01	    1.81113e+00	    1.41131e-02	    6.77778e-03	   -3.72267e-03	   -1.46418e-03	   -4.11703e-03	   -1.65465e-03	   -3.01705e-03	   -1.01595e-03
    3.71202e-01	    1.81113e+00	    1.46889e-02	    7.29450e-03	   -3.62679e-03	   -1.47995e-03	   -4.02796e-03	   -1.68088e-03	   -2.85939e-03	   -9.71388e-04
