#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    7.44211e-01	    2.31631e+00	    1.53021e-01	    1.38944e-01	    3.90548e-03	    3.68750e-03	    3.26801e-03	    3.06738e-03	   -4.07914e-02	   -3.45606e-02
    7.64491e-01	    2.31631e+00	    1.48942e-01	    1.35620e-01	    4.00795e-03	    3.75349e-03	    3.40533e-03	    3.16301e-03	   -4.06886e-02	   -3.47075e-02
    7.85175e-01	    2.31631e+00	    1.44874e-01	    1.32272e-01	    4.09602e-03	    3.80930e-03	    3.52742e-03	    3.24806e-03	   -4.05486e-02	   -3.48095e-02
    8.06284e-01	    2.31631e+00	    1.40820e-01	    1.28904e-01	    4.17012e-03	    3.85509e-03	    3.63472e-03	    3.32267e-03	   -4.03709e-02	   -3.48667e-02
    8.27837e-01	    2.31631e+00	    1.36783e-01	    1.25521e-01	    4.23070e-03	    3.89101e-03	    3.72768e-03	    3.38696e-03	   -4.01558e-02	   -3.48794e-02
    8.49856e-01	    2.31631e+00	    1.32765e-01	    1.22127e-01	    4.27815e-03	    3.91723e-03	    3.80668e-03	    3.44107e-03	   -3.99035e-02	   -3.48481e-02
    8.72365e-01	    2.31631e+00	    1.28770e-01	    1.18726e-01	    4.31287e-03	    3.93389e-03	    3.87213e-03	    3.48514e-03	   -3.96141e-02	   -3.47732e-02
    8.95387e-01	    2.31631e+00	    1.24798e-01	    1.15322e-01	    4.33521e-03	    3.94116e-03	    3.92438e-03	    3.51930e-03	   -3.92880e-02	   -3.46554e-02
    9.18948e-01	    2.31631e+00	    1.20853e-01	    1.11918e-01	    4.34555e-03	    3.93918e-03	    3.96379e-03	    3.54368e-03	   -3.89258e-02	   -3.44953e-02
    9.43076e-01	    2.31631e+00	    1.16935e-01	    1.08518e-01	    4.34421e-03	    3.92811e-03	    3.99070e-03	    3.55842e-03	   -3.85279e-02	   -3.42937e-02
    9.67799e-01	    2.31631e+00	    1.13048e-01	    1.05123e-01	    4.33152e-03	    3.90810e-03	    4.00542e-03	    3.56365e-03	   -3.80949e-02	   -3.40512e-02
    9.93148e-01	    2.31631e+00	    1.09193e-01	    1.01738e-01	    4.30780e-03	    3.87931e-03	    4.00829e-03	    3.55952e-03	   -3.76274e-02	   -3.37686e-02
    1.01916e+00	    2.31631e+00	    1.05372e-01	    9.83652e-02	    4.27337e-03	    3.84190e-03	    3.99960e-03	    3.54616e-03	   -3.71261e-02	   -3.34468e-02
    1.04586e+00	    2.31631e+00	    1.01586e-01	    9.50067e-02	    4.22853e-03	    3.79603e-03	    3.97967e-03	    3.52372e-03	   -3.65916e-02	   -3.30866e-02
    1.07329e+00	    2.31631e+00	    9.78365e-02	    9.16652e-02	    4.17358e-03	    3.74186e-03	    3.94878e-03	    3.49236e-03	   -3.60248e-02	   -3.26889e-02
    1.10150e+00	    2.31631e+00	    9.41260e-02	    8.83433e-02	    4.10882e-03	    3.67958e-03	    3.90723e-03	    3.45222e-03	   -3.54263e-02	   -3.22545e-02
    1.13052e+00	    2.31631e+00	    9.04557e-02	    8.50434e-02	    4.03457e-03	    3.60935e-03	    3.85534e-03	    3.40348e-03	   -3.47970e-02	   -3.17843e-02
    1.16041e+00	    2.31631e+00	    8.68272e-02	    8.17677e-02	    3.95113e-03	    3.53139e-03	    3.79339e-03	    3.34632e-03	   -3.41376e-02	   -3.12793e-02
